Election Year (2017 for all records on CD)                ,Election Type Code (P for all records on CD)              ,County Code (01 through 67 see attached sheet),Precinct Code                                             ,Party 1 rank                                              ,Party 1 abbreviation                                      ,Registered Voters for party 1                             ,Party 2 rank                                              ,Party 2 abbreviation                                      ,Registered Voters for party 2                             ,Party 3 rank                                              ,Party 3 abbreviation                                      ,Registered Voters for party 3                             ,Party 4 rank                                              ,Party 4 abbreviation                                      ,Registered Voters for party 4                             ,Party 5 rank                                              ,Party 5 abbreviation                                      ,Registered Voters for party 5                             ,Party 6 rank                                              ,Party 6 abbreviation                                      ,Registered Voters for party 6                             ,U.S. Congressional District                               ,Pennsylvania State Senatorial District                    ,Pennsylvania State House District                         ,Municipality Type Code                                    ,Municipality Name                                        ,Municipality Breakdown Code 1                             ,Municipality Breakdown Name 1                            ,Municipality Breakdown Code 2                             ,Municipality Breakdown Name 2                            ,Bi-County Code (if municipality crosses county lines)    ,MCD Code                                                  ,FIPS Code                                                 ,VTD code                                                  ,Previous Precinct Code                                    ,Previous U.S. Congressional District                      ,Previous PA State Senatorial District                     ,Previous PA State House District 
2017,P,2,8810,1,DEM,641,2,REP,134,3,OTH,88,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,14,0,435,3,B820,0,14,42,27
2017,P,2,8820,1,DEM,526,2,REP,208,3,OTH,184,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,15,0,435,3,B840,0,14,42,27
2017,P,2,8830,1,DEM,421,2,REP,150,3,OTH,72,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,16,0,435,3,B860,0,14,42,27
2017,P,2,8840,1,DEM,290,2,REP,95,3,OTH,52,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,17,0,435,3,B880,0,14,42,27
2017,P,2,8850,1,DEM,332,2,REP,130,3,OTH,47,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,18,0,435,3,B900,0,14,42,27
2017,P,2,8860,1,DEM,413,2,REP,28,3,OTH,47,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,21,D,1,0,435,3,B920,0,14,42,19
2017,P,2,8870,1,DEM,399,2,REP,19,3,OTH,47,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,21,D,2,0,435,3,B940,0,14,42,19
2017,P,2,8880,1,DEM,576,2,REP,33,3,OTH,69,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,21,D,3,0,435,3,B960,0,14,42,19
2017,P,2,8890,1,DEM,485,2,REP,59,3,OTH,82,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,21,D,4,0,435,3,B980,0,14,42,22
2017,P,2,8900,1,DEM,497,2,REP,102,3,OTH,106,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,22,D,1,0,435,3,C040,0,14,42,19
2017,P,2,8910,1,DEM,469,2,REP,102,3,OTH,96,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,22,D,2,0,435,3,C050,0,14,38,19
2017,P,2,8920,1,DEM,499,2,REP,67,3,OTH,105,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,22,D,3,0,435,3,C070,0,14,42,19
2017,P,2,8930,1,DEM,547,2,REP,124,3,OTH,144,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,22,D,4,0,435,3,C080,0,14,38,19
2017,P,2,8940,1,DEM,702,2,REP,260,3,OTH,211,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,23,D,1,0,435,3,C120,0,14,38,20
2017,P,2,8950,1,DEM,562,2,REP,136,3,OTH,138,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,23,D,2,0,435,3,C140,0,14,38,20
2017,P,2,8960,1,DEM,285,2,REP,50,3,OTH,60,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,23,D,3,0,435,3,C160,0,14,38,20
2017,P,2,8970,1,DEM,312,2,REP,65,3,OTH,54,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,24,D,1,0,435,3,C220,0,14,38,20
2017,P,2,8980,1,DEM,318,2,REP,62,3,OTH,59,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,24,D,2,0,435,3,C240,0,14,38,20
2017,P,2,8990,1,DEM,280,2,REP,40,3,OTH,50,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,24,D,3,0,435,3,C260,0,14,38,20
2017,P,2,9000,1,DEM,367,2,REP,140,3,OTH,100,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,24,D,4,0,435,3,C280,0,14,38,20
2017,P,2,9010,1,DEM,362,2,REP,77,3,OTH,97,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,24,D,5,0,435,3,C300,0,14,38,20
2017,P,2,9020,1,DEM,414,2,REP,85,3,OTH,72,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,24,D,6,0,435,3,C320,0,14,38,20
2017,P,2,9030,1,DEM,358,2,REP,43,3,OTH,66,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,25,D,1,0,435,3,C360,0,14,38,19
2017,P,2,9040,1,DEM,333,2,REP,32,3,OTH,45,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,25,D,2,0,435,3,C380,0,14,38,19
2017,P,2,9050,1,DEM,439,2,REP,57,3,OTH,74,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,25,D,3,0,435,3,C400,0,14,38,19
2017,P,2,9060,1,DEM,302,2,REP,14,3,OTH,48,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,25,D,4,0,435,3,C420,0,14,38,19
2017,P,2,9070,1,DEM,289,2,REP,42,3,OTH,46,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,25,D,5,0,435,3,C440,0,14,38,19
2017,P,2,9080,1,DEM,326,2,REP,16,3,OTH,43,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,25,D,6,0,435,3,C460,0,14,38,19
2017,P,2,9090,1,DEM,309,2,REP,63,3,OTH,48,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,25,D,7,0,435,3,C480,0,14,38,20
2017,P,2,9100,1,DEM,470,2,REP,29,3,OTH,52,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,26,D,1,0,435,3,C540,0,14,38,19
2017,P,2,9110,1,DEM,412,2,REP,19,3,OTH,28,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,26,D,2,0,435,3,C560,0,14,38,19
2017,P,2,9120,1,DEM,358,2,REP,43,3,OTH,48,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,26,D,3,0,435,3,C580,0,14,38,19
2017,P,2,9130,1,DEM,342,2,REP,38,3,OTH,51,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,26,D,4,0,435,3,C600,0,14,38,19
2017,P,2,9140,1,DEM,425,2,REP,21,3,OTH,53,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,5,0,435,3,C620,0,14,38,19
2017,P,2,9150,1,DEM,355,2,REP,14,3,OTH,37,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,6,0,435,3,C640,0,14,38,19
2017,P,2,9160,1,DEM,274,2,REP,23,3,OTH,26,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,26,D,7,0,435,3,C660,0,14,38,19
2017,P,2,9170,1,DEM,532,2,REP,46,3,OTH,63,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,8,0,435,3,C680,0,14,38,19
2017,P,2,9180,1,DEM,257,2,REP,49,3,OTH,42,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,9,0,435,3,C700,0,14,38,20
2017,P,2,9190,1,DEM,532,2,REP,71,3,OTH,72,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,26,D,10,0,435,3,C720,0,14,38,20
2017,P,2,9200,1,DEM,564,2,REP,76,3,OTH,102,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,26,D,11,0,435,3,C740,0,14,38,20
2017,P,2,9210,1,DEM,364,2,REP,65,3,OTH,85,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,12,0,435,3,C750,0,14,38,20
2017,P,2,9220,1,DEM,404,2,REP,89,3,OTH,70,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,13,0,435,3,C770,0,14,38,20
2017,P,2,9230,1,DEM,429,2,REP,124,3,OTH,46,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,14,0,435,3,C790,0,14,38,20
2017,P,2,9240,1,DEM,312,2,REP,121,3,OTH,68,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,15,0,435,3,C810,0,14,38,20
2017,P,2,9250,1,DEM,528,2,REP,105,3,OTH,90,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,16,0,435,3,C830,0,14,38,20
2017,P,2,9260,1,DEM,134,2,REP,42,3,OTH,30,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,26,D,17,0,435,3,C840,0,14,38,20
2017,P,2,9270,1,DEM,532,2,REP,150,3,OTH,87,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,1,0,435,3,C860,0,14,42,20
2017,P,2,9280,1,DEM,462,2,REP,137,3,OTH,83,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,2,0,435,3,C880,0,14,42,20
2017,P,2,9290,1,DEM,395,2,REP,102,3,OTH,76,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,3,0,435,3,C900,0,14,42,20
2017,P,2,9300,1,DEM,504,2,REP,147,3,OTH,93,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,4,0,435,3,C920,0,14,42,20
2017,P,2,9310,1,DEM,501,2,REP,124,3,OTH,81,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,5,0,435,3,C940,0,14,38,20
2017,P,2,9320,1,DEM,549,2,REP,103,3,OTH,98,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,6,0,435,3,C960,0,14,42,20
2017,P,2,9330,1,DEM,418,2,REP,101,3,OTH,86,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,7,0,435,3,C980,0,14,38,20
2017,P,2,9340,1,DEM,425,2,REP,103,3,OTH,72,4,,0,5,,0,6,,0,14,42,20,2,PITTSBURGH,W,27,D,8,0,435,3,C990,0,14,38,20
2017,P,2,9350,1,DEM,459,2,REP,62,3,OTH,82,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,27,D,9,0,435,3,D010,0,14,38,20
2017,P,2,9360,1,DEM,505,2,REP,58,3,OTH,74,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,27,D,10,0,435,3,D030,0,14,38,20
2017,P,2,9370,1,DEM,488,2,REP,67,3,OTH,87,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,27,D,11,0,435,3,D050,0,14,38,20
2017,P,2,9380,1,DEM,412,2,REP,59,3,OTH,64,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,27,D,12,0,435,3,D070,0,14,42,19
2017,P,2,9390,1,DEM,446,2,REP,51,3,OTH,64,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,27,D,13,0,435,3,D090,0,14,42,19
2017,P,2,9400,1,DEM,417,2,REP,169,3,OTH,97,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,1,0,435,3,D140,0,14,42,27
2017,P,2,9410,1,DEM,346,2,REP,98,3,OTH,95,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,2,0,435,3,D160,0,14,42,27
2017,P,2,9420,1,DEM,530,2,REP,210,3,OTH,126,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,3,0,435,3,D180,0,14,42,27
2017,P,2,9430,1,DEM,452,2,REP,142,3,OTH,56,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,4,0,435,3,D200,0,14,42,27
2017,P,2,9440,1,DEM,440,2,REP,138,3,OTH,94,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,5,0,435,3,D220,0,14,42,27
2017,P,2,9450,1,DEM,399,2,REP,114,3,OTH,71,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,6,0,435,3,D240,0,14,42,27
2017,P,2,9460,1,DEM,519,2,REP,72,3,OTH,93,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,7,0,435,3,D260,0,14,42,27
2017,P,2,9470,1,DEM,576,2,REP,168,3,OTH,100,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,8,0,435,3,D280,0,14,42,27
2017,P,2,9480,1,DEM,490,2,REP,72,3,OTH,44,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,9,0,435,3,D300,0,14,42,27
2017,P,2,9490,1,DEM,312,2,REP,108,3,OTH,103,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,10,0,435,3,D310,0,14,42,27
2017,P,2,9500,1,DEM,116,2,REP,10,3,OTH,15,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,28,D,11,0,435,3,D320,0,14,42,27
2017,P,2,9510,1,DEM,426,2,REP,106,3,OTH,81,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,1,0,435,3,D340,0,14,43,36
2017,P,2,9520,1,DEM,358,2,REP,98,3,OTH,88,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,2,0,435,3,D360,0,14,43,36
2017,P,2,9530,1,DEM,334,2,REP,86,3,OTH,52,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,3,0,435,3,D380,0,14,43,36
2017,P,2,9540,1,DEM,362,2,REP,107,3,OTH,80,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,4,0,435,3,D400,0,14,43,36
2017,P,2,9550,1,DEM,385,2,REP,93,3,OTH,82,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,5,0,435,3,D420,0,14,43,36
2017,P,2,9560,1,DEM,380,2,REP,141,3,OTH,69,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,6,0,435,3,D440,0,14,43,36
2017,P,2,9570,1,DEM,410,2,REP,123,3,OTH,78,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,7,0,435,3,D460,0,14,43,36
2017,P,2,9580,1,DEM,351,2,REP,95,3,OTH,101,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,8,0,435,3,D480,0,14,43,36
2017,P,2,9590,1,DEM,317,2,REP,68,3,OTH,73,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,9,0,435,3,D500,0,14,43,36
2017,P,2,9600,1,DEM,370,2,REP,93,3,OTH,60,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,10,0,435,3,D520,0,14,43,36
2017,P,2,9610,1,DEM,440,2,REP,113,3,OTH,82,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,11,0,435,3,D540,0,14,43,36
2017,P,2,9620,1,DEM,378,2,REP,103,3,OTH,83,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,29,D,12,0,435,3,D560,0,14,43,36
2017,P,2,9630,1,DEM,350,2,REP,29,3,OTH,47,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,30,D,1,0,435,3,D580,0,14,42,19
2017,P,2,9640,1,DEM,343,2,REP,25,3,OTH,51,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,30,D,2,0,435,3,D600,0,14,42,19
2017,P,2,9650,1,DEM,302,2,REP,35,3,OTH,40,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,30,D,3,0,435,3,D620,0,14,42,19
2017,P,2,9660,1,DEM,486,2,REP,58,3,OTH,87,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,30,D,4,0,435,3,D640,0,14,42,36
2017,P,2,9670,1,DEM,510,2,REP,75,3,OTH,89,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,30,D,5,0,435,3,D660,0,14,42,36
2017,P,2,9680,1,DEM,156,2,REP,48,3,OTH,31,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,31,D,1,0,435,3,D690,0,14,43,36
2017,P,2,9690,1,DEM,287,2,REP,100,3,OTH,32,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,31,D,2,0,435,3,D710,0,14,43,36
2017,P,2,9700,1,DEM,360,2,REP,137,3,OTH,75,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,31,D,3,0,435,3,D730,0,14,43,36
2017,P,2,9710,1,DEM,365,2,REP,140,3,OTH,64,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,31,D,4,0,435,3,D750,0,14,43,36
2017,P,2,9720,1,DEM,456,2,REP,166,3,OTH,65,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,31,D,5,0,435,3,D770,0,14,43,36
2017,P,2,9730,1,DEM,327,2,REP,173,3,OTH,51,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,31,D,6,0,435,3,D790,0,14,43,36
2017,P,2,9740,1,DEM,111,2,REP,11,3,OTH,11,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,31,D,7,0,435,3,D810,0,14,43,36
2017,P,2,9750,1,DEM,294,2,REP,141,3,OTH,71,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,1,0,435,3,D830,0,14,42,22
2017,P,2,9760,1,DEM,401,2,REP,139,3,OTH,90,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,2,0,435,3,D850,0,14,42,36
2017,P,2,9770,1,DEM,353,2,REP,104,3,OTH,59,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,3,0,435,3,D870,0,14,42,36
2017,P,2,9780,1,DEM,245,2,REP,72,3,OTH,44,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,4,0,435,3,D890,0,14,42,22
2017,P,2,9790,1,DEM,380,2,REP,120,3,OTH,72,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,5,0,435,3,D910,0,14,42,22
2017,P,2,9800,1,DEM,397,2,REP,152,3,OTH,61,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,6,0,435,3,D930,0,14,42,22
2017,P,2,9810,1,DEM,341,2,REP,114,3,OTH,64,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,7,0,435,3,D950,0,14,42,22
2017,P,2,9820,1,DEM,401,2,REP,170,3,OTH,78,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,32,D,8,0,435,3,D970,0,14,42,22
2017,P,2,9830,1,DEM,344,2,REP,268,3,OTH,98,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,1,,,0,440,3,D980,0,18,37,38
2017,P,2,9840,1,DEM,260,2,REP,200,3,OTH,79,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,2,,,0,440,3,D990,0,18,37,38
2017,P,2,9850,1,DEM,270,2,REP,209,3,OTH,67,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,3,,,0,440,3,E000,0,18,37,38
2017,P,2,9860,1,DEM,277,2,REP,171,3,OTH,67,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,4,,,0,440,3,E010,0,18,37,38
2017,P,2,9870,1,DEM,426,2,REP,247,3,OTH,75,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,5,,,0,440,3,E020,0,18,37,38
2017,P,2,9880,1,DEM,438,2,REP,389,3,OTH,93,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,6,,,0,440,3,E030,0,18,37,38
2017,P,2,9890,1,DEM,239,2,REP,201,3,OTH,63,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,7,,,0,440,3,E032,0,18,37,38
2017,P,2,9900,1,DEM,232,2,REP,235,3,OTH,46,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,8,,,0,440,3,E034,0,18,37,38
2017,P,2,9910,1,DEM,294,2,REP,271,3,OTH,74,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,9,,,0,440,3,E036,0,18,37,38
2017,P,2,9920,1,DEM,239,2,REP,225,3,OTH,66,4,,0,5,,0,6,,0,18,37,38,6,PLEASANT HILLS,D,10,,,0,440,3,E038,0,18,37,38
2017,P,2,9930,1,DEM,776,2,REP,760,3,OTH,229,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,1,,,0,445,3,E040,0,4,45,32
2017,P,2,9940,1,DEM,286,2,REP,219,3,OTH,84,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,2,,,0,445,3,E045,0,4,45,32
2017,P,2,9950,1,DEM,402,2,REP,480,3,OTH,81,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,3,,,0,445,3,E050,0,4,45,33
2017,P,2,9960,1,DEM,387,2,REP,347,3,OTH,86,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,4,,,0,445,3,E055,0,4,45,32
2017,P,2,9970,1,DEM,478,2,REP,306,3,OTH,109,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,5,,,0,445,3,E060,0,4,45,25
2017,P,2,9980,1,DEM,577,2,REP,513,3,OTH,147,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,6,,,0,445,3,E065,0,4,45,32
2017,P,2,9990,1,DEM,623,2,REP,479,3,OTH,140,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,7,,,0,445,3,E070,0,4,45,25
2017,P,2,10000,1,DEM,289,2,REP,227,3,OTH,68,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,8,,,0,445,3,E075,0,4,45,25
2017,P,2,10010,1,DEM,557,2,REP,444,3,OTH,94,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,9,,,0,445,3,E080,0,4,45,25
2017,P,2,10020,1,DEM,250,2,REP,237,3,OTH,100,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,10,,,0,445,3,E085,0,4,45,25
2017,P,2,10030,1,DEM,404,2,REP,288,3,OTH,98,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,11,,,0,445,3,E090,0,4,45,25
2017,P,2,10040,1,DEM,538,2,REP,400,3,OTH,136,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,12,,,0,445,3,E100,0,4,45,25
2017,P,2,10050,1,DEM,258,2,REP,239,3,OTH,72,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,13,,,0,445,3,E105,0,4,45,25
2017,P,2,10060,1,DEM,356,2,REP,283,3,OTH,106,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,14,,,0,445,3,E110,0,4,45,25
2017,P,2,10070,1,DEM,345,2,REP,312,3,OTH,141,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,15,,,0,445,3,E115,0,4,45,25
2017,P,2,10080,1,DEM,263,2,REP,245,3,OTH,66,4,,0,5,,0,6,,0,12,45,25,6,PLUM,D,16,,,0,445,3,E120,0,4,45,25
2017,P,2,10090,1,DEM,388,2,REP,225,3,OTH,90,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,17,,,0,445,3,E125,0,4,45,32
2017,P,2,10100,1,DEM,408,2,REP,326,3,OTH,100,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,18,,,0,445,3,E130,0,4,45,32
2017,P,2,10110,1,DEM,843,2,REP,797,3,OTH,225,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,19,,,0,445,3,E135,0,4,45,32
2017,P,2,10120,1,DEM,383,2,REP,305,3,OTH,100,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,20,,,0,445,3,E140,0,4,45,25
2017,P,2,10130,1,DEM,186,2,REP,177,3,OTH,50,4,,0,5,,0,6,,0,12,45,32,6,PLUM,D,21,,,0,445,3,E145,0,4,45,25
2017,P,2,10140,1,DEM,373,2,REP,147,3,OTH,69,4,,0,5,,0,6,,0,14,45,38,6,PORT VUE,D,1,,,0,450,3,E151,0,14,45,38
2017,P,2,10150,1,DEM,321,2,REP,162,3,OTH,59,4,,0,5,,0,6,,0,14,45,38,6,PORT VUE,D,2,,,0,450,3,E190,0,14,45,38
2017,P,2,10160,1,DEM,365,2,REP,146,3,OTH,42,4,,0,5,,0,6,,0,14,45,38,6,PORT VUE,D,3,,,0,450,3,E200,0,14,45,38
2017,P,2,10170,1,DEM,402,2,REP,214,3,OTH,73,4,,0,5,,0,6,,0,14,45,38,6,PORT VUE,D,4,,,0,450,3,E181,0,14,45,38
2017,P,2,10180,1,DEM,312,2,REP,13,3,OTH,36,4,,0,5,,0,6,,0,14,43,34,6,RANKIN,D,1,,,0,455,3,E210,0,14,45,34
2017,P,2,10190,1,DEM,360,2,REP,23,3,OTH,37,4,,0,5,,0,6,,0,14,43,34,6,RANKIN,D,2,,,0,455,3,E220,0,14,45,34
2017,P,2,10200,1,DEM,514,2,REP,34,3,OTH,64,4,,0,5,,0,6,,0,14,43,34,6,RANKIN,D,3,,,0,455,3,E230,0,14,45,34
2017,P,2,10210,1,DEM,341,2,REP,119,3,OTH,63,4,,0,5,,0,6,,0,12,42,21,4,RESERVE,W,1,,,0,460,3,E260,0,14,38,20
2017,P,2,10220,1,DEM,331,2,REP,151,3,OTH,85,4,,0,5,,0,6,,0,12,42,21,4,RESERVE,W,2,,,0,460,3,E270,0,14,38,20
2017,P,2,10230,1,DEM,308,2,REP,130,3,OTH,86,4,,0,5,,0,6,,0,12,42,21,4,RESERVE,W,3,,,0,460,3,E280,0,14,38,21
2017,P,2,10240,1,DEM,488,2,REP,254,3,OTH,113,4,,0,5,,0,6,,0,12,42,21,4,RESERVE,W,4,,,0,460,3,E290,0,14,38,20
2017,P,2,10250,1,DEM,378,2,REP,515,3,OTH,166,4,,0,5,,0,6,,0,12,38,30,4,RICHLAND,D,1,,,0,465,3,E300,0,4,40,28
2017,P,2,10260,1,DEM,438,2,REP,524,3,OTH,171,4,,0,5,,0,6,,0,12,38,30,4,RICHLAND,D,2,,,0,465,3,E310,0,4,40,28
2017,P,2,10270,1,DEM,443,2,REP,544,3,OTH,155,4,,0,5,,0,6,,0,12,38,30,4,RICHLAND,D,3,,,0,465,3,E320,0,4,40,28
2017,P,2,10280,1,DEM,392,2,REP,570,3,OTH,161,4,,0,5,,0,6,,0,12,38,30,4,RICHLAND,D,4,,,0,465,3,E330,0,4,40,28
2017,P,2,10290,1,DEM,328,2,REP,523,3,OTH,155,4,,0,5,,0,6,,0,12,38,30,4,RICHLAND,D,5,,,0,465,3,E331,0,4,40,28
2017,P,2,10300,1,DEM,383,2,REP,550,3,OTH,129,4,,0,5,,0,6,,0,12,38,30,4,RICHLAND,D,6,,,0,465,3,E332,0,4,40,28
2017,P,2,10310,1,DEM,405,2,REP,509,3,OTH,185,4,,0,5,,0,6,,0,12,38,30,4,RICHLAND,D,7,,,0,465,3,E333,0,4,40,28
